,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
3878,260,0,23,76,negated,Was there a claim that the lawyer filed the report too late?,0.54,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
3879,260,1,NA,78,negated,Were there confidential folders in the archive?,0.53,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
3880,260,1,NA,80,negated,Were there returned packages at the counter?,0.47,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
3881,260,0,7,82,base,Was there a claim that the scientist discovered an error in the final experiment?,0.54,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_post
3882,260,1,NA,84,base,Was there a practice field for the team?,0.51,The coach reserved the practice field for the team.,3019,,negation_post
3883,260,1,NA,86,base,Was there silver jewelry in the display case?,0.53,Maria polished the silver jewelry in the display case.,3021,,negation_post
3884,260,0,22,88,negated,Was there a claim that the scientist developed a vaccine in the new lab?,0.54,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_post
3885,260,1,NA,90,negated,Was there an old piano in the practice hall?,0.5,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
3886,260,1,NA,92,negated,Was there a heavy suitcase?,0.5,Christine didn't buy the heavy suitcase.,3028,,negation_post
3887,260,0,6,94,base,Was there a claim that the babysitter forgot to pick up the children after school?,0.5,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,,negation_post
3888,260,1,NA,96,base,Were there important documents in the office?,0.52,The journalist reviewed the important documents in the office.,3017,,negation_post
3889,141,1,NA,2,negated,Was there a new schedule on the board?,0.01,The teacher didn't post the new schedule on the board.,3013,,negation_pre
3890,141,0,18,4,negated,Was there a claim that the delivery driver dropped the package on the street?,0.66,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_pre
3891,141,1,NA,6,base,Were there plants on the balcony?,0.99,Anna watered the plants on the balcony.,3004,,negation_pre
3892,141,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.53,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3893,141,0,8,10,negated,Was there a claim that the bus driver skipped several stops during the morning route?,0.63,Liam didn’t discuss the claim that the bus driver skipped several stops during the morning route.,1086,,negation_pre
3894,141,1,NA,12,base,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,,negation_pre
3895,141,1,NA,14,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
3896,141,0,12,16,base,Was there a claim that the café overcharged the customer for coffee?,0.99,The manager discussed the claim that the café overcharged the customer for coffee.,1125,,negation_pre
3897,141,1,NA,18,negated,Was there a new history book in the library?,0.93,The student didn't read the new history book in the library.,3009,,negation_pre
3898,141,1,NA,20,base,Was there an ancient statue?,0.99,Ben took pictures of the ancient statue.,3007,,negation_pre
3899,141,0,19,22,base,Was there a claim that the company released the new software ahead of schedule?,0.99,Megan discussed the claim that the company released the new software ahead of schedule.,1195,,negation_pre
3900,141,1,NA,24,negated,Were there lecture slides online?,0.01,The professor didn't update the lecture slides online.,3016,,negation_pre
3901,141,1,NA,74,negated,Were there important documents in the office?,0.65,The journalist didn't review the important documents in the office.,3025,,negation_post
3902,141,0,10,76,negated,Was there a claim that the museum restored the painting?,0.51,The curator didn’t discuss the claim that the museum restored the painting.,1106,,negation_post
3903,141,1,NA,78,base,Was there a heavy suitcase?,0.98,Christine bought the heavy suitcase.,3020,,negation_post
3904,141,1,NA,80,base,Were there returned packages at the counter?,0.99,The clerk sorted the returned packages at the counter.,3024,,negation_post
3905,141,0,6,82,base,Was there a claim that the babysitter forgot to pick up the children after school?,0.99,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,,negation_post
3906,141,1,NA,84,base,Was there a missing wallet under the table?,0.99,Frank found the missing wallet under the table.,3023,,negation_post
3907,141,1,NA,86,negated,Was there an old piano in the practice hall?,0.84,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
3908,141,0,16,88,base,Was there a claim that the author deleted a chapter from the final draft?,0.53,Thomas discussed the claim that the author deleted a chapter from the final draft.,1165,,negation_post
3909,141,1,NA,90,base,Was there silver jewelry in the display case?,0.99,Maria polished the silver jewelry in the display case.,3021,,negation_post
3910,141,1,NA,92,negated,Were there confidential folders in the archive?,0.86,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
3911,141,0,1,94,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,0.59,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_post
3912,141,1,NA,96,negated,Was there a practice field for the team?,0.24,The coach didn't reserve the practice field for the team.,3027,,negation_post
3913,312,1,NA,2,base,Were there plants on the balcony?,0,Anna watered the plants on the balcony.,3004,,negation_pre
3914,312,0,21,4,negated,Was there a claim that the chef burned the steak during the dinner service?,0.28,Chloe didn’t discuss the claim that the chef burned the steak during the dinner service.,1216,,negation_pre
3915,312,1,NA,6,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
3916,312,1,NA,8,base,Were there lecture slides online?,0.97,The professor updated the lecture slides online.,3008,,negation_pre
3917,312,0,3,10,base,Was there a claim that the airline canceled the morning flight to Chicago?,0.36,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_pre
3918,312,1,NA,12,negated,Were there new books on the shelf?,0.79,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
3919,312,1,NA,14,base,Was there an ancient statue?,0.83,Ben took pictures of the ancient statue.,3007,,negation_pre
3920,312,0,6,16,base,Was there a claim that the babysitter forgot to pick up the children after school?,0.74,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,,negation_pre
3921,312,1,NA,18,negated,Was there a rare bird near the lake?,0.49,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
3922,312,1,NA,20,base,Was there a new schedule on the board?,0.64,The teacher posted the new schedule on the board.,3005,,negation_pre
3923,312,0,1,22,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,0.68,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_pre
3924,312,1,NA,24,negated,Were there fresh vegetables at the supermarket?,0.51,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3925,312,1,NA,74,negated,Was there a practice field for the team?,1,The coach didn't reserve the practice field for the team.,3027,,negation_post
3926,312,0,14,76,negated,Was there a claim that the chef added too much salt to the soup by mistake?,0.38,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,,negation_post
3927,312,1,NA,78,base,Were there confidential folders in the archive?,0.76,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3928,312,1,NA,80,negated,Was there an old piano in the practice hall?,0.85,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
3929,312,0,11,82,base,Was there a claim that the gardener planted flowers near the fence?,0.66,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_post
3930,312,1,NA,84,negated,Was there a heavy suitcase?,0.65,Christine didn't buy the heavy suitcase.,3028,,negation_post
3931,312,1,NA,86,base,Was there a missing wallet under the table?,0.73,Frank found the missing wallet under the table.,3023,,negation_post
3932,312,0,22,88,negated,Was there a claim that the scientist developed a vaccine in the new lab?,0.65,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_post
3933,312,1,NA,90,negated,Were there returned packages at the counter?,0.65,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
3934,312,1,NA,92,base,Were there important documents in the office?,0.72,The journalist reviewed the important documents in the office.,3017,,negation_post
3935,312,0,7,94,base,Was there a claim that the scientist discovered an error in the final experiment?,0.72,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_post
3936,312,1,NA,96,base,Was there silver jewelry in the display case?,0.62,Maria polished the silver jewelry in the display case.,3021,,negation_post
3937,67,1,NA,2,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
3938,67,0,9,4,negated,Was there a claim that the nurse gave the wrong medication to a patient?,0.97,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_pre
